Año;Mes;Lote;Residuo;Distrito;Nombre distrito;Total
2024;ABRIL;2;RESTO;20;SAN BLAS - CANILLEJAS;2182,68
2024;ABRIL;2;RESTO;21;BARAJAS;797,22
2024;ABRIL;2;ROPA;3;RETIRO;6,82
2024;ABRIL;2;ROPA;4;SALAMANCA;13,04
2024;ABRIL;2;ROPA;5;CHAMARTIN;17,71
2024;ABRIL;2;ROPA;14;MORATALAZ;8,18
2024;ABRIL;2;ROPA;15;CIUDAD LINEAL;12,15
2024;ABRIL;2;ROPA;16;HORTALEZA;9,11
2024;ABRIL;2;ROPA;19;VICALVARO;8,31
2024;ABRIL;2;ROPA;20;SAN BLAS - CANILLEJAS;9
2024;ABRIL;2;ROPA;21;BARAJAS;6,14
2024;ABRIL;2;VIDRIO;3;RETIRO;400,38
2024;ABRIL;2;VIDRIO;4;SALAMANCA;345
2024;ABRIL;2;VIDRIO;5;CHAMARTIN;186,66
2024;ABRIL;2;VIDRIO;14;MORATALAZ;212
2024;ABRIL;2;VIDRIO;15;CIUDAD LINEAL;149,06
2024;ABRIL;2;VIDRIO;16;HORTALEZA;146,3
2024;ABRIL;2;VIDRIO;19;VICALVARO;121,18
2024;ABRIL;2;VIDRIO;20;SAN BLAS - CANILLEJAS;189,22
2024;ABRIL;2;VIDRIO;21;BARAJAS;101,28
2024;ABRIL;2;VIDRIO COMERCIAL;4;SALAMANCA;140,48
2024;ABRIL;3;ANIMALES MUERTOS;99;SIN DISTRITO;9,08
2024;ABRIL;3;CARTON COMERCIAL;2;ARGANZUELA;48,18
2024;ABRIL;3;CARTON COMERCIAL;11;CARABANCHEL;46,48
2024;ABRIL;3;CARTON COMERCIAL;12;USERA;38,98
2024;ABRIL;3;CARTON COMERCIAL;13;PUENTE DE VALLECAS;47,82
2024;ABRIL;3;CARTON COMERCIAL;17;VILLAVERDE;29,72
2024;ABRIL;3;CARTON COMERCIAL;18;VILLA DE VALLECAS;27,66
2024;ABRIL;3;CLINICOS;12;USERA;165,5
2024;ABRIL;3;CLINICOS;13;PUENTE DE VALLECAS;39,32
2024;ABRIL;3;ENVASES;2;ARGANZUELA;483,22
2024;ABRIL;3;ENVASES;11;CARABANCHEL;1025,2
2024;ABRIL;3;ENVASES;12;USERA;476,1
2024;ABRIL;3;ENVASES;13;PUENTE DE VALLECAS;859,7
2024;ABRIL;3;ENVASES;17;VILLAVERDE;408,52
2024;ABRIL;3;ENVASES;18;VILLA DE VALLECAS;384,22
2024;ABRIL;3;ORGANICA;2;ARGANZUELA;740,42
2024;ABRIL;3;ORGANICA;11;CARABANCHEL;1653,94
2024;ABRIL;3;ORGANICA;12;USERA;966,08
2024;ABRIL;3;ORGANICA;13;PUENTE DE VALLECAS;1646,42
2024;ABRIL;3;ORGANICA;17;VILLAVERDE;1184,14
2024;ABRIL;3;ORGANICA;18;VILLA DE VALLECAS;1914,7
2024;ABRIL;3;PAPEL-CARTON;2;ARGANZUELA;364,36
2024;ABRIL;3;PAPEL-CARTON;11;CARABANCHEL;303,62
2024;ABRIL;3;PAPEL-CARTON;12;USERA;189,64
2024;ABRIL;3;PAPEL-CARTON;13;PUENTE DE VALLECAS;262,7
2024;ABRIL;3;PAPEL-CARTON;17;VILLAVERDE;196,48
2024;ABRIL;3;PAPEL-CARTON;18;VILLA DE VALLECAS;170,68
2024;ABRIL;3;PILAS;2;ARGANZUELA;0,093038437
2024;ABRIL;3;PILAS;11;CARABANCHEL;0,164723416
2024;ABRIL;3;PILAS;12;USERA;0,142122092
2024;ABRIL;3;PILAS;13;PUENTE DE VALLECAS;0,086813483
2024;ABRIL;3;PILAS;17;VILLAVERDE;0,079925549
2024;ABRIL;3;PILAS;18;VILLA DE VALLECAS;0,043910672
2024;ABRIL;3;PILAS;99;SIN DISTRITO;5,724
2024;ABRIL;3;PUNTOS LIMPIOS;2;ARGANZUELA;67,12
2024;ABRIL;3;PUNTOS LIMPIOS;11;CARABANCHEL;40,52
2024;ABRIL;3;PUNTOS LIMPIOS;12;USERA;47,4
2024;ABRIL;3;PUNTOS LIMPIOS;13;PUENTE DE VALLECAS;41,28
2024;ABRIL;3;PUNTOS LIMPIOS;17;VILLAVERDE;73,6
2024;ABRIL;3;PUNTOS LIMPIOS;18;VILLA DE VALLECAS;94,92
2024;ABRIL;3;RCD;2;ARGANZUELA;46,23
2024;ABRIL;3;RCD;11;CARABANCHEL;78,43
2024;ABRIL;3;RCD;12;USERA;77,19
2024;ABRIL;3;RCD;13;PUENTE DE VALLECAS;40,23
2024;ABRIL;3;RCD;17;VILLAVERDE;124,66
2024;ABRIL;3;RCD;18;VILLA DE VALLECAS;81,85
2024;ABRIL;3;RESTO;2;ARGANZUELA;1542,4
2024;ABRIL;3;RESTO;11;CARABANCHEL;3719,288
2024;ABRIL;3;RESTO;12;USERA;1484,58
2024;ABRIL;3;RESTO;13;PUENTE DE VALLECAS;3178,38
2024;ABRIL;3;RESTO;17;VILLAVERDE;2509,54
2024;ABRIL;3;RESTO;18;VILLA DE VALLECAS;2395,58
2024;ABRIL;3;ROPA;2;ARGANZUELA;12,14
2024;ABRIL;3;ROPA;11;CARABANCHEL;7,845
2024;ABRIL;3;ROPA;12;USERA;12,44
2024;ABRIL;3;ROPA;13;PUENTE DE VALLECAS;10,41
2024;ABRIL;3;ROPA;17;VILLAVERDE;9,085
2024;ABRIL;3;ROPA;18;VILLA DE VALLECAS;8,785
2024;ABRIL;3;VIDRIO;2;ARGANZUELA;285
2024;ABRIL;3;VIDRIO;11;CARABANCHEL;211,52
2024;ABRIL;3;VIDRIO;12;USERA;186,34
2024;ABRIL;3;VIDRIO;13;PUENTE DE VALLECAS;174,96
2024;ABRIL;3;VIDRIO;17;VILLAVERDE;179,1
2024;ABRIL;3;VIDRIO;18;VILLA DE VALLECAS;89,56
2024;MAYO;1;CAMA DE CABALLO;9;MONCLOA - ARAVACA;125,54
2024;MAYO;1;CARTON COMERCIAL;1;CENTRO;256,5
2024;MAYO;1;CARTON COMERCIAL;6;TETUAN;59,22
2024;MAYO;1;CARTON COMERCIAL;7;CHAMBERI;93,16
2024;MAYO;1;CARTON COMERCIAL;8;FUENCARRAL - EL PARDO;29,36
2024;MAYO;1;CARTON COMERCIAL;10;LATINA;39,64
2024;MAYO;1;CLINICOS;1;CENTRO;189,3
2024;MAYO;1;CLINICOS;6;TETUAN;12,96
2024;MAYO;1;CLINICOS;8;FUENCARRAL - EL PARDO;323,42
2024;MAYO;1;CLINICOS;9;MONCLOA - ARAVACA;244,36
2024;MAYO;1;CLINICOS;10;LATINA;31,86
2024;MAYO;1;CONTENEDORES DE ROPA;9;MONCLOA - ARAVACA;0,54
2024;MAYO;1;ENVASES;1;CENTRO;344,58
2024;MAYO;1;ENVASES;6;TETUAN;488,98
2024;MAYO;1;ENVASES;7;CHAMBERI;530,84
2024;MAYO;1;ENVASES;8;FUENCARRAL - EL PARDO;761,92
2024;MAYO;1;ENVASES;9;MONCLOA - ARAVACA;480,12
2024;MAYO;1;ENVASES;10;LATINA;702,42
2024;MAYO;1;ORGANICA;1;CENTRO;2360,06
2024;MAYO;1;ORGANICA;6;TETUAN;1173,78
2024;MAYO;1;ORGANICA;7;CHAMBERI;1222
2024;MAYO;1;ORGANICA;8;FUENCARRAL - EL PARDO;1872,32
2024;MAYO;1;ORGANICA;9;MONCLOA - ARAVACA;1320,94
2024;MAYO;1;ORGANICA;10;LATINA;1574
2024;MAYO;1;PAPEL-CARTON;1;CENTRO;461,64
2024;MAYO;1;PAPEL-CARTON;6;TETUAN;376,16
2024;MAYO;1;PAPEL-CARTON;7;CHAMBERI;320,12
2024;MAYO;1;PAPEL-CARTON;8;FUENCARRAL - EL PARDO;645,08
2024;MAYO;1;PAPEL-CARTON;9;MONCLOA - ARAVACA;246,2
2024;MAYO;1;PAPEL-CARTON;10;LATINA;328,48
2024;MAYO;1;PILAS;1;CENTRO;0,11565786
2024;MAYO;1;PILAS;6;TETUAN;0,137540997
2024;MAYO;1;PILAS;7;CHAMBERI;0,088698231
2024;MAYO;1;PILAS;8;FUENCARRAL - EL PARDO;0,140775043
2024;MAYO;1;PILAS;9;MONCLOA - ARAVACA;0,088167713
2024;MAYO;1;PILAS;10;LATINA;0,16211162
2024;MAYO;1;PUNTOS LIMPIOS;8;FUENCARRAL - EL PARDO;139,3
2024;MAYO;1;PUNTOS LIMPIOS;9;MONCLOA - ARAVACA;47,3
2024;MAYO;1;PUNTOS LIMPIOS;10;LATINA;87,98
2024;MAYO;1;RCD;1;CENTRO;155,33
2024;MAYO;1;RCD;6;TETUAN;21,6
2024;MAYO;1;RCD;7;CHAMBERI;61,95
2024;MAYO;1;RCD;8;FUENCARRAL - EL PARDO;117,645
2024;MAYO;1;RCD;9;MONCLOA - ARAVACA;85,265
2024;MAYO;1;RCD;10;LATINA;59,215
2024;MAYO;1;RESTO;1;CENTRO;3284,46
2024;MAYO;1;RESTO;6;TETUAN;2126,32
2024;MAYO;1;RESTO;7;CHAMBERI;1632
2024;MAYO;1;RESTO;8;FUENCARRAL - EL PARDO;2884,76
2024;MAYO;1;RESTO;9;MONCLOA - ARAVACA;2065,52
2024;MAYO;1;RESTO;10;LATINA;2892,76
2024;MAYO;1;ROPA;1;CENTRO;18,825
2024;MAYO;1;ROPA;6;TETUAN;14,348
2024;MAYO;1;ROPA;7;CHAMBERI;21,661
2024;MAYO;1;ROPA;8;FUENCARRAL - EL PARDO;18,286
2024;MAYO;1;ROPA;9;MONCLOA - ARAVACA;11,946
2024;MAYO;1;ROPA;10;LATINA;27,901
2024;MAYO;1;VIDRIO;1;CENTRO;619,24
2024;MAYO;1;VIDRIO;6;TETUAN;284,64
2024;MAYO;1;VIDRIO;7;CHAMBERI;355,3
2024;MAYO;1;VIDRIO;8;FUENCARRAL - EL PARDO;218,82
2024;MAYO;1;VIDRIO;9;MONCLOA - ARAVACA;323,08
2024;MAYO;1;VIDRIO;10;LATINA;226,82
2024;MAYO;1;VIDRIO COMERCIAL;1;CENTRO;134,56
2024;MAYO;2;CARTON COMERCIAL;3;RETIRO;44,14
2024;MAYO;2;CARTON COMERCIAL;4;SALAMANCA;64,12
2024;MAYO;2;CARTON COMERCIAL;5;CHAMARTIN;48,92
2024;MAYO;2;CARTON COMERCIAL;14;MORATALAZ;32,24
2024;MAYO;2;CARTON COMERCIAL;15;CIUDAD LINEAL;44,26
2024;MAYO;2;CARTON COMERCIAL;16;HORTALEZA;50,02
2024;MAYO;2;CARTON COMERCIAL;19;VICALVARO;41,28
2024;MAYO;2;CARTON COMERCIAL;20;SAN BLAS - CANILLEJAS;15,48
2024;MAYO;2;CARTON COMERCIAL;21;BARAJAS;23,14
2024;MAYO;2;CLINICOS;3;RETIRO;190,96
2024;MAYO;2;CLINICOS;4;SALAMANCA;122,86
2024;MAYO;2;CLINICOS;15;CIUDAD LINEAL;140,78
2024;MAYO;2;CONTENEDORES DE ROPA;19;VICALVARO;0,18
2024;MAYO;2;ENVASES;3;RETIRO;354,76
2024;MAYO;2;ENVASES;4;SALAMANCA;546,14
2024;MAYO;2;ENVASES;5;CHAMARTIN;504,26
2024;MAYO;2;ENVASES;14;MORATALAZ;249,66
2024;MAYO;2;ENVASES;15;CIUDAD LINEAL;754,54
2024;MAYO;2;ENVASES;16;HORTALEZA;661,06
2024;MAYO;2;ENVASES;19;VICALVARO;310,5
2024;MAYO;2;ENVASES;20;SAN BLAS - CANILLEJAS;550,26
2024;MAYO;2;ENVASES;21;BARAJAS;163,64
2024;MAYO;2;ORGANICA;3;RETIRO;973,28
2024;MAYO;2;ORGANICA;4;SALAMANCA;1700,22
2024;MAYO;2;ORGANICA;5;CHAMARTIN;1390,02
2024;MAYO;2;ORGANICA;14;MORATALAZ;386,88
2024;MAYO;2;ORGANICA;15;CIUDAD LINEAL;1235,42
2024;MAYO;2;ORGANICA;16;HORTALEZA;1317,56
2024;MAYO;2;ORGANICA;19;VICALVARO;892,84
2024;MAYO;2;ORGANICA;20;SAN BLAS - CANILLEJAS;1078,74
2024;MAYO;2;ORGANICA;21;BARAJAS;519,28
2024;MAYO;2;PAPEL-CARTON;3;RETIRO;265,2
2024;MAYO;2;PAPEL-CARTON;4;SALAMANCA;460,56
2024;MAYO;2;PAPEL-CARTON;5;CHAMARTIN;325,7
2024;MAYO;2;PAPEL-CARTON;14;MORATALAZ;319,32
2024;MAYO;2;PAPEL-CARTON;15;CIUDAD LINEAL;351,96
2024;MAYO;2;PAPEL-CARTON;16;HORTALEZA;405,82
2024;MAYO;2;PAPEL-CARTON;19;VICALVARO;75,26
2024;MAYO;2;PAPEL-CARTON;20;SAN BLAS - CANILLEJAS;300,28
2024;MAYO;2;PAPEL-CARTON;21;BARAJAS;105,16
2024;MAYO;2;PILAS;3;RETIRO;0,040783745
2024;MAYO;2;PILAS;4;SALAMANCA;0,101486297
2024;MAYO;2;PILAS;5;CHAMARTIN;0,109245882
2024;MAYO;2;PILAS;14;MORATALAZ;0,052945433
2024;MAYO;2;PILAS;15;CIUDAD LINEAL;0,094221959
2024;MAYO;2;PILAS;16;HORTALEZA;0,190922397
2024;MAYO;2;PILAS;19;VICALVARO;0,081581103
2024;MAYO;2;PILAS;20;SAN BLAS - CANILLEJAS;0,087390768
2024;MAYO;2;PILAS;21;BARAJAS;0,088659206
2024;MAYO;2;PUNTOS LIMPIOS;3;RETIRO;3,24
2024;MAYO;2;PUNTOS LIMPIOS;5;CHAMARTIN;101,68
2024;MAYO;2;PUNTOS LIMPIOS;14;MORATALAZ;70,8
2024;MAYO;2;PUNTOS LIMPIOS;15;CIUDAD LINEAL;73,2
2024;MAYO;2;PUNTOS LIMPIOS;16;HORTALEZA;86,36
2024;MAYO;2;PUNTOS LIMPIOS;19;VICALVARO;34,74
2024;MAYO;2;PUNTOS LIMPIOS;20;SAN BLAS - CANILLEJAS;76,68
2024;MAYO;2;PUNTOS LIMPIOS;21;BARAJAS;37,18
2024;MAYO;2;RCD;3;RETIRO;62,84
2024;MAYO;2;RCD;4;SALAMANCA;65,46
2024;MAYO;2;RCD;5;CHAMARTIN;130,96
2024;MAYO;2;RCD;14;MORATALAZ;64,62
2024;MAYO;2;RCD;15;CIUDAD LINEAL;96,44
2024;MAYO;2;RCD;16;HORTALEZA;121,82
2024;MAYO;2;RCD;19;VICALVARO;67,96
2024;MAYO;2;RCD;20;SAN BLAS - CANILLEJAS;78,04
2024;MAYO;2;RCD;21;BARAJAS;48,26
2024;MAYO;2;RESTO;3;RETIRO;1168,44
2024;MAYO;2;RESTO;4;SALAMANCA;1585,98
2024;MAYO;2;RESTO;5;CHAMARTIN;1588,88
2024;MAYO;2;RESTO;14;MORATALAZ;1007,6
2024;MAYO;2;RESTO;15;CIUDAD LINEAL;2552,6
2024;MAYO;2;RESTO;16;HORTALEZA;2229,94
2024;MAYO;2;RESTO;19;VICALVARO;1584,86
2024;MAYO;2;RESTO;20;SAN BLAS - CANILLEJAS;2116,74
2024;MAYO;2;RESTO;21;BARAJAS;771,94
2024;MAYO;2;ROPA;3;RETIRO;8,23
2024;MAYO;2;ROPA;4;SALAMANCA;16,69
2024;MAYO;2;ROPA;5;CHAMARTIN;15,98
2024;MAYO;2;ROPA;14;MORATALAZ;8,38
2024;MAYO;2;ROPA;15;CIUDAD LINEAL;13,1
2024;MAYO;2;ROPA;16;HORTALEZA;10,56
2024;MAYO;2;ROPA;19;VICALVARO;8,11
2024;MAYO;2;ROPA;20;SAN BLAS - CANILLEJAS;13,13
2024;MAYO;2;ROPA;21;BARAJAS;8,44
2024;MAYO;2;VIDRIO;3;RETIRO;142,9
2024;MAYO;2;VIDRIO;4;SALAMANCA;424,08
2024;MAYO;2;VIDRIO;5;CHAMARTIN;233
2024;MAYO;2;VIDRIO;14;MORATALAZ;208,42
2024;MAYO;2;VIDRIO;15;CIUDAD LINEAL;147,48
2024;MAYO;2;VIDRIO;16;HORTALEZA;158,66
2024;MAYO;2;VIDRIO;19;VICALVARO;129,68
2024;MAYO;2;VIDRIO;20;SAN BLAS - CANILLEJAS;356,12
2024;MAYO;2;VIDRIO;21;BARAJAS;117,92
2024;MAYO;2;VIDRIO COMERCIAL;4;SALAMANCA;151,36
2024;MAYO;3;ANIMALES MUERTOS;99;SIN DISTRITO;8,3
2024;MAYO;3;CARTON COMERCIAL;2;ARGANZUELA;46,52
2024;MAYO;3;CARTON COMERCIAL;11;CARABANCHEL;44
2024;MAYO;3;CARTON COMERCIAL;12;USERA;41,78
2024;MAYO;3;CARTON COMERCIAL;13;PUENTE DE VALLECAS;48,2
2024;MAYO;3;CARTON COMERCIAL;17;VILLAVERDE;26,36
2024;MAYO;3;CARTON COMERCIAL;18;VILLA DE VALLECAS;19,36
2024;MAYO;3;CLINICOS;12;USERA;164,7
2024;MAYO;3;CLINICOS;13;PUENTE DE VALLECAS;36,34
2024;MAYO;3;ENVASES;2;ARGANZUELA;506,62
2024;MAYO;3;ENVASES;11;CARABANCHEL;1119,64
2024;MAYO;3;ENVASES;12;USERA;489,18
2024;MAYO;3;ENVASES;13;PUENTE DE VALLECAS;882,02
2024;MAYO;3;ENVASES;17;VILLAVERDE;439,22
2024;MAYO;3;ENVASES;18;VILLA DE VALLECAS;403,58
2024;MAYO;3;ORGANICA;2;ARGANZUELA;775,96
2024;MAYO;3;ORGANICA;11;CARABANCHEL;1807,36
2024;MAYO;3;ORGANICA;12;USERA;1054,98
2024;MAYO;3;ORGANICA;13;PUENTE DE VALLECAS;1690,92
2024;MAYO;3;ORGANICA;17;VILLAVERDE;1225,06
2024;MAYO;3;ORGANICA;18;VILLA DE VALLECAS;1874,76
2024;MAYO;3;PAPEL-CARTON;2;ARGANZUELA;365,6
2024;MAYO;3;PAPEL-CARTON;11;CARABANCHEL;306,82
2024;MAYO;3;PAPEL-CARTON;12;USERA;182,84
2024;MAYO;3;PAPEL-CARTON;13;PUENTE DE VALLECAS;256,16
2024;MAYO;3;PAPEL-CARTON;17;VILLAVERDE;196,62
2024;MAYO;3;PAPEL-CARTON;18;VILLA DE VALLECAS;185,9
2024;MAYO;3;PILAS;2;ARGANZUELA;0,091088288
2024;MAYO;3;PILAS;11;CARABANCHEL;0,160152302
2024;MAYO;3;PILAS;12;USERA;0,13831938
2024;MAYO;3;PILAS;13;PUENTE DE VALLECAS;0,084020762
2024;MAYO;3;PILAS;17;VILLAVERDE;0,078368649
2024;MAYO;3;PILAS;18;VILLA DE VALLECAS;0,04314148
2024;MAYO;3;PUNTOS LIMPIOS;2;ARGANZUELA;56,38
2024;MAYO;3;PUNTOS LIMPIOS;11;CARABANCHEL;44,66
2024;MAYO;3;PUNTOS LIMPIOS;12;USERA;47,82
2024;MAYO;3;PUNTOS LIMPIOS;13;PUENTE DE VALLECAS;42,02
2024;MAYO;3;PUNTOS LIMPIOS;17;VILLAVERDE;56,58
2024;MAYO;3;PUNTOS LIMPIOS;18;VILLA DE VALLECAS;79,44
2024;MAYO;3;RCD;2;ARGANZUELA;48,01
2024;MAYO;3;RCD;11;CARABANCHEL;46,99
2024;MAYO;3;RCD;12;USERA;71,42
2024;MAYO;3;RCD;13;PUENTE DE VALLECAS;42,76
2024;MAYO;3;RCD;17;VILLAVERDE;90,9
2024;MAYO;3;RCD;18;VILLA DE VALLECAS;104,51
2024;MAYO;3;RESTO;2;ARGANZUELA;1521,18
2024;MAYO;3;RESTO;11;CARABANCHEL;3590,38
2024;MAYO;3;RESTO;12;USERA;1409,84
2024;MAYO;3;RESTO;13;PUENTE DE VALLECAS;3061,02
2024;MAYO;3;RESTO;17;VILLAVERDE;2448,98
2024;MAYO;3;RESTO;18;VILLA DE VALLECAS;2307,32
2024;MAYO;3;ROPA;2;ARGANZUELA;11,166
2024;MAYO;3;ROPA;11;CARABANCHEL;10,176
2024;MAYO;3;ROPA;12;USERA;13,851
2024;MAYO;3;ROPA;13;PUENTE DE VALLECAS;8,843
2024;MAYO;3;ROPA;17;VILLAVERDE;9,653
2024;MAYO;3;ROPA;18;VILLA DE VALLECAS;12,531
2024;MAYO;3;VIDRIO;2;ARGANZUELA;273
2024;MAYO;3;VIDRIO;11;CARABANCHEL;189,3
2024;MAYO;3;VIDRIO;12;USERA;184,06
2024;MAYO;3;VIDRIO;13;PUENTE DE VALLECAS;185,5
2024;MAYO;3;VIDRIO;17;VILLAVERDE;210,22
2024;MAYO;3;VIDRIO;18;VILLA DE VALLECAS;98,92
2024;JUNIO;1;CAMA DE CABALLO;9;MONCLOA - ARAVACA;130,99
2024;JUNIO;1;CARTON COMERCIAL;1;CENTRO;245,6
2024;JUNIO;1;CARTON COMERCIAL;6;TETUAN;63
2024;JUNIO;1;CARTON COMERCIAL;7;CHAMBERI;92,3
2024;JUNIO;1;CARTON COMERCIAL;8;FUENCARRAL - EL PARDO;29,16
2024;JUNIO;1;CARTON COMERCIAL;10;LATINA;38,72
2024;JUNIO;1;CLINICOS;1;CENTRO;186,1
2024;JUNIO;1;CLINICOS;6;TETUAN;17,9
2024;JUNIO;1;CLINICOS;8;FUENCARRAL - EL PARDO;314,8
2024;JUNIO;1;CLINICOS;9;MONCLOA - ARAVACA;243,8
2024;JUNIO;1;CLINICOS;10;LATINA;28,96
2024;JUNIO;1;CONTENEDORES DE ROPA;8;FUENCARRAL - EL PARDO;0,18
2024;JUNIO;1;ENVASES;1;CENTRO;346,76
2024;JUNIO;1;ENVASES;6;TETUAN;503,48
2024;JUNIO;1;ENVASES;7;CHAMBERI;517,88
2024;JUNIO;1;ENVASES;8;FUENCARRAL - EL PARDO;761,64
2024;JUNIO;1;ENVASES;9;MONCLOA - ARAVACA;482,74
2024;JUNIO;1;ENVASES;10;LATINA;726,92
2024;JUNIO;1;ORGANICA;1;CENTRO;2241,28
2024;JUNIO;1;ORGANICA;6;TETUAN;1110,36
2024;JUNIO;1;ORGANICA;7;CHAMBERI;1184,8
2024;JUNIO;1;ORGANICA;8;FUENCARRAL - EL PARDO;1818,28
2024;JUNIO;1;ORGANICA;9;MONCLOA - ARAVACA;1278,06
2024;JUNIO;1;ORGANICA;10;LATINA;1583,08
2024;JUNIO;1;PAPEL-CARTON;1;CENTRO;431,04
2024;JUNIO;1;PAPEL-CARTON;6;TETUAN;408
2024;JUNIO;1;PAPEL-CARTON;7;CHAMBERI;356,48
2024;JUNIO;1;PAPEL-CARTON;8;FUENCARRAL - EL PARDO;718,12
2024;JUNIO;1;PAPEL-CARTON;9;MONCLOA - ARAVACA;226,26
2024;JUNIO;1;PAPEL-CARTON;10;LATINA;345,82
2024;JUNIO;1;PILAS;1;CENTRO;0,118434692
2024;JUNIO;1;PILAS;6;TETUAN;0,141718209
2024;JUNIO;1;PILAS;7;CHAMBERI;0,090254524
2024;JUNIO;1;PILAS;8;FUENCARRAL - EL PARDO;0,143701374
2024;JUNIO;1;PILAS;9;MONCLOA - ARAVACA;0,090323979
2024;JUNIO;1;PILAS;10;LATINA;0,163292836
2024;JUNIO;1;PUNTOS LIMPIOS;8;FUENCARRAL - EL PARDO;154,74
2024;JUNIO;1;PUNTOS LIMPIOS;9;MONCLOA - ARAVACA;61,78
2024;JUNIO;1;PUNTOS LIMPIOS;10;LATINA;103,58
2024;JUNIO;1;RCD;1;CENTRO;176,72
2024;JUNIO;1;RCD;6;TETUAN;27,935
2024;JUNIO;1;RCD;7;CHAMBERI;61,9
2024;JUNIO;1;RCD;8;FUENCARRAL - EL PARDO;113,32
2024;JUNIO;1;RCD;9;MONCLOA - ARAVACA;76,79
2024;JUNIO;1;RCD;10;LATINA;54,29
2024;JUNIO;1;RESTO;1;CENTRO;3337,24
2024;JUNIO;1;RESTO;6;TETUAN;2195,64
2024;JUNIO;1;RESTO;7;CHAMBERI;1689,14
2024;JUNIO;1;RESTO;8;FUENCARRAL - EL PARDO;2876,14
2024;JUNIO;1;RESTO;9;MONCLOA - ARAVACA;2062,7
2024;JUNIO;1;RESTO;10;LATINA;2843,4
2024;JUNIO;1;ROPA;1;CENTRO;17,27
2024;JUNIO;1;ROPA;6;TETUAN;14,36
2024;JUNIO;1;ROPA;7;CHAMBERI;20,145
2024;JUNIO;1;ROPA;8;FUENCARRAL - EL PARDO;19,965
2024;JUNIO;1;ROPA;9;MONCLOA - ARAVACA;13,1
2024;JUNIO;1;ROPA;10;LATINA;27,14
2024;JUNIO;1;VIDRIO;1;CENTRO;574,98
2024;JUNIO;1;VIDRIO;6;TETUAN;255,94
2024;JUNIO;1;VIDRIO;7;CHAMBERI;337,42
2024;JUNIO;1;VIDRIO;8;FUENCARRAL - EL PARDO;326,54
2024;JUNIO;1;VIDRIO;9;MONCLOA - ARAVACA;180,44
2024;JUNIO;1;VIDRIO;10;LATINA;256,34
2024;JUNIO;1;VIDRIO COMERCIAL;1;CENTRO;127,14
2024;JUNIO;2;CARTON COMERCIAL;3;RETIRO;64,08
2024;JUNIO;2;CARTON COMERCIAL;4;SALAMANCA;86,74
2024;JUNIO;2;CARTON COMERCIAL;5;CHAMARTIN;96,44
2024;JUNIO;2;CARTON COMERCIAL;14;MORATALAZ;29,02
2024;JUNIO;2;CARTON COMERCIAL;15;CIUDAD LINEAL;32,92
2024;JUNIO;2;CARTON COMERCIAL;16;HORTALEZA;29,42
2024;JUNIO;2;CARTON COMERCIAL;19;VICALVARO;30,64
2024;JUNIO;2;CARTON COMERCIAL;20;SAN BLAS - CANILLEJAS;16,26
2024;JUNIO;2;CARTON COMERCIAL;21;BARAJAS;21,82
2024;JUNIO;2;CLINICOS;3;RETIRO;178,46
2024;JUNIO;2;CLINICOS;4;SALAMANCA;116,9
2024;JUNIO;2;CLINICOS;15;CIUDAD LINEAL;130,24
2024;JUNIO;2;ENVASES;3;RETIRO;347,84
2024;JUNIO;2;ENVASES;4;SALAMANCA;534,98
2024;JUNIO;2;ENVASES;5;CHAMARTIN;487,58
2024;JUNIO;2;ENVASES;14;MORATALAZ;247,94
2024;JUNIO;2;ENVASES;15;CIUDAD LINEAL;741,06
2024;JUNIO;2;ENVASES;16;HORTALEZA;683,58
2024;JUNIO;2;ENVASES;19;VICALVARO;333,32
2024;JUNIO;2;ENVASES;20;SAN BLAS - CANILLEJAS;540,84
2024;JUNIO;2;ENVASES;21;BARAJAS;174,16
2024;JUNIO;2;ORGANICA;3;RETIRO;948,5
2024;JUNIO;2;ORGANICA;4;SALAMANCA;1585,06
2024;JUNIO;2;ORGANICA;5;CHAMARTIN;1374,64
2024;JUNIO;2;ORGANICA;14;MORATALAZ;390,82
2024;JUNIO;2;ORGANICA;15;CIUDAD LINEAL;1256,38
2024;JUNIO;2;ORGANICA;16;HORTALEZA;1276,82
2024;JUNIO;2;ORGANICA;19;VICALVARO;858,44
2024;JUNIO;2;ORGANICA;20;SAN BLAS - CANILLEJAS;1025,42
2024;JUNIO;2;ORGANICA;21;BARAJAS;499,8
2024;JUNIO;2;PAPEL-CARTON;3;RETIRO;292,02
2024;JUNIO;2;PAPEL-CARTON;4;SALAMANCA;496,82
2024;JUNIO;2;PAPEL-CARTON;5;CHAMARTIN;327,84
2024;JUNIO;2;PAPEL-CARTON;14;MORATALAZ;367,5
2024;JUNIO;2;PAPEL-CARTON;15;CIUDAD LINEAL;394,92
2024;JUNIO;2;PAPEL-CARTON;16;HORTALEZA;429
2024;JUNIO;2;PAPEL-CARTON;19;VICALVARO;71,98
2024;JUNIO;2;PAPEL-CARTON;20;SAN BLAS - CANILLEJAS;293,68
2024;JUNIO;2;PAPEL-CARTON;21;BARAJAS;124,98
2024;JUNIO;2;PILAS;3;RETIRO;0,041437253
2024;JUNIO;2;PILAS;4;SALAMANCA;0,101855787
2024;JUNIO;2;PILAS;5;CHAMARTIN;0,110095551
2024;JUNIO;2;PILAS;14;MORATALAZ;0,052961268
2024;JUNIO;2;PILAS;15;CIUDAD LINEAL;0,09430539
